Species,ID_pine,ID_spruce,GO,ID_arabidopsis,Gene name,Gene description,Expression,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Scots pine ,PITA_000017724,MA_11322g0010,GO:0003677,AT5G47390.1,,myb-like transcription factor family protein,SHADE>SUN,61.62674453,-0.226214746,0.202027007,-1.119725272,0.262830852,0.669983107
Norway spruce,,MA_114301g0010,GO:0006863,AT3G59030.1,ATTT12,,,,,,,,
Scots pine ,PITA_000039348,MA_114301g0010,GO:0006863,AT3G59030.1,ATTT12,,,,,,,,
Scots pine ,PITA_000044455,MA_114301g0010,GO:0006863,AT3G59030.1,ATTT12,,,,,,,,
Norway spruce,,MA_115348g0020,,AT5G47230.1,ATERF-5,,,,,,,,
Scots pine ,PITA_000008469,MA_115348g0020,,AT5G47230.1,ATERF-5,,,,,,,,
Norway spruce,,MA_115621g0010,GO:0004185,AT4G30610.1,BRS1,,,,,,,,
Scots pine ,PITA_000010772,MA_115621g0010,GO:0004185,AT4G30610.1,BRS1,,,,,,,,
Norway spruce,,MA_116104g0010,GO:0005622,AT2G39210.1,,Major facilitator superfamily protein,SHADE<SUN,706.2119013,1.600478646,0.314879516,5.082828711,3.72E-07,2.64E-05
Scots pine ,PITA_000002423,MA_116104g0010,GO:0005622,AT2G39210.1,,Major facilitator superfamily protein,SHADE<SUN,65.03666484,0.755385155,0.241761566,3.12450472,0.001781047,0.019917144
Norway spruce,,MA_116117g0010,GO:0005634,AT4G36040.1,,Chaperone DnaJ-domain superfamily protein,SHADE<SUN,288.392593,1.543038115,0.453329573,3.403788778,0.000664581,0.014107909
Scots pine ,PITA_000055060,MA_116117g0010,GO:0005634,AT4G36040.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,201.5499823,-0.092205861,0.126405518,-0.729444903,0.465729559,0.81938888
Scots pine ,PITA_000011714,MA_116117g0010,GO:0005634,AT4G36040.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,32.48265796,-0.419600758,0.795168039,-0.527688158,0.597715794,0.890785429
Scots pine ,PITA_000062325,MA_116117g0010,GO:0005634,AT4G36040.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,35.91044655,-0.582387145,0.817073498,-0.712772042,0.475986829,0.825451204
Scots pine ,PITA_000072859,MA_116117g0010,GO:0005634,AT4G36040.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,173.9753074,-0.602546815,0.637243321,-0.945552185,0.344377042,0.730295799
Scots pine ,PITA_000050698,MA_116117g0010,GO:0005634,AT4G36040.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,23.85544323,-0.609106574,0.650640379,-0.936164729,0.34918838,0.730295799
Norway spruce,,MA_118097g0010,,AT1G75280.1,,NmrA-like negative transcriptional regulator family protein,SHADE>SUN,1734.370898,-0.997564877,0.208988408,-4.773302441,1.81E-06,0.00010633
Scots pine ,PITA_000024802,MA_118097g0010,,AT1G75280.1,,NmrA-like negative transcriptional regulator family protein,SHADE>SUN,200.7621988,-1.110019376,0.713324327,-1.556121575,0.119679186,0.438397622
Norway spruce,,MA_118714g0010,GO:0004185,AT1G11080.2,scpl31,serine carboxypeptidase-like 31,SHADE>SUN,19.80012387,-1.897164403,0.538901454,-3.520429179,0.000430849,0.010037474
Scots pine ,PITA_000076804,MA_118714g0010,GO:0004185,AT1G11080.2,scpl31,serine carboxypeptidase-like 31,SHADE<SUN,202.838804,0.093305414,0.785283759,0.118817451,0.905419983,0.985390202
Scots pine ,PITA_000017795,MA_118714g0010,GO:0004185,AT1G11080.2,scpl31,serine carboxypeptidase-like 31,SHADE<SUN,134.8971862,0.257849797,0.38311395,0.673036827,0.500923862,0.83996625
Scots pine ,PITA_000050887,MA_118714g0010,GO:0004185,AT1G11080.2,scpl31,serine carboxypeptidase-like 31,SHADE<SUN,103.8942341,0.323073376,0.52136633,0.619666743,0.535477215,0.862621322
Scots pine ,PITA_000015693,MA_118714g0010,GO:0004185,AT1G11080.2,scpl31,serine carboxypeptidase-like 31,SHADE<SUN,376.6802764,0.492633391,0.417245392,1.180680244,0.237729773,0.636453127
Scots pine ,PITA_000021027,MA_118714g0010,GO:0004185,AT1G11080.2,scpl31,serine carboxypeptidase-like 31,SHADE>SUN,43.14656634,-0.267229323,0.74083181,-0.360715239,0.718312332,0.933287007
Scots pine ,PITA_000038915,MA_118714g0010,GO:0004185,AT1G11080.2,scpl31,serine carboxypeptidase-like 31,SHADE>SUN,68.23280118,-0.324584597,0.233513851,-1.390001475,0.164528429,0.526294364
Scots pine ,PITA_000085124,MA_118714g0010,GO:0004185,AT1G11080.2,scpl31,serine carboxypeptidase-like 31,SHADE>SUN,83.14361202,-0.44575735,0.355921406,-1.252403881,0.210422733,0.599980466
Scots pine ,PITA_000021021,MA_118714g0010,GO:0004185,AT1G11080.2,scpl31,serine carboxypeptidase-like 31,SHADE>SUN,24.48725376,-1.779921547,0.559019195,-3.184007926,0.00145251,0.016804962
Norway spruce,,MA_118743g0010,GO:0016020,AT5G57500.1,,Galactosyltransferase family protein,SHADE>SUN,2869.916389,-1.370145943,0.233102979,-5.877856846,4.16E-09,4.67E-07
Scots pine ,PITA_000009716,MA_118743g0010,GO:0016020,AT5G57500.1,,Galactosyltransferase family protein,SHADE<SUN,918.6116358,0.919317944,0.814773747,1.128310709,0.259188723,0.66530671
Scots pine ,PITA_000076479,MA_118743g0010,GO:0016020,AT5G57500.1,,Galactosyltransferase family protein,SHADE<SUN,682.6787326,0.929262204,0.825679724,1.125451161,0.260397902,0.666648198
Norway spruce,,MA_118809g0010,GO:0016872,AT3G55120.1,A11,,,,,,,,
Scots pine ,PITA_000001781,MA_118809g0010,GO:0016872,AT3G55120.1,A11,,,,,,,,
Scots pine ,PITA_000056281,MA_118809g0010,GO:0016872,AT3G55120.1,A11,,,,,,,,
Norway spruce,,MA_119324g0010,,AT5G04150.1,BHLH101,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,SHADE<SUN,210.7398267,1.213765247,0.267700134,4.534047965,5.79E-06,0.000293371
Scots pine ,PITA_000055398,MA_119324g0010,,AT5G04150.1,MLS,malate synthase,SHADE>SUN,86.39896484,-0.176159482,0.227727736,-0.773553039,0.439195152,0.798979929
Norway spruce,,MA_119796g0010,GO:0004601,AT4G37530.1,,Peroxidase superfamily protein,SHADE>SUN,21.79745253,-1.982196047,0.44154913,-4.489185715,7.15E-06,0.000348785
Scots pine ,PITA_000024036,MA_119796g0010,GO:0004601,AT4G37530.1,,Peroxidase superfamily protein,SHADE<SUN,67.70741592,0.011904443,0.312543012,0.038088975,0.969616742,0.995403802
Scots pine ,PITA_000038064,MA_119796g0010,GO:0004601,AT4G37530.1,,Peroxidase superfamily protein,SHADE>SUN,38.75542389,-0.147372438,0.78142032,-0.188595605,0.850409778,0.971121718
Norway spruce,,MA_120433g0010,,AT3G07350.1,,Protein of unknown function (DUF506) ,SHADE>SUN,39.40391946,-1.74788719,0.387526252,-4.51037105,6.47E-06,0.000321415
Scots pine ,PITA_000065435,MA_120433g0010,,AT3G07350.1,,Protein of unknown function (DUF506) ,SHADE>SUN,137.1713726,-0.610225429,0.65073025,-0.93775482,0.348370424,0.730295799
Norway spruce,,MA_120550g0010,GO:0000023,AT5G65700.2,BAM1,Leucine-rich receptor-like protein kinase family protein,SHADE>SUN,42.79552404,-1.567589548,0.343404819,-4.564844353,5.00E-06,0.000259466
Scots pine ,PITA_000024255,MA_120550g0010,GO:0000023,AT5G65700.2,BAM1,Leucine-rich receptor-like protein kinase family protein,SHADE<SUN,7.40434957,0.611252472,0.651363412,0.938420029,0.348028597,0.730295799
Scots pine ,PITA_000071236,MA_120550g0010,GO:0000023,AT5G65700.2,BAM1,Leucine-rich receptor-like protein kinase family protein,SHADE>SUN,82.88551119,-0.42470777,0.490220664,-0.866360399,0.386292554,0.756856214
Scots pine ,PITA_000007817,MA_120550g0010,GO:0000023,AT5G65700.2,BAM1,Leucine-rich receptor-like protein kinase family protein,SHADE>SUN,88.38599899,-0.746638562,0.301936066,-2.472836623,0.013404541,0.097952922
Norway spruce,,MA_120902g0010,GO:0004474,AT5G03860.2,MLS,malate synthase,SHADE>SUN,11.63892128,-1.879942827,0.535494819,-3.510664826,0.000446988,0.010291896
Scots pine ,PITA_000001436,MA_120902g0010,GO:0004474,AT5G03860.2,MLS,malate synthase,SHADE>SUN,12.59454182,-1.387765187,0.437947215,-3.168795549,0.00153072,0.017591636
Norway spruce,,MA_121123g0010,GO:0002238,AT1G77280.1,,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain,SHADE<SUN,124.591313,0.755292437,0.205763515,3.670682032,0.000241904,0.006325854
Scots pine ,PITA_000067858,MA_121123g0010,GO:0002238,AT1G77280.1,,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain,SHADE<SUN,291.8777704,0.49273045,0.576621806,0.854512341,0.392821174,0.7626743
Scots pine ,PITA_000067859,MA_121123g0010,GO:0002238,AT1G77280.1,,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain,SHADE>SUN,60.82345488,-0.413544666,0.856234305,-0.482980726,0.629109421,0.904212547
Scots pine ,PITA_000067860,MA_121123g0010,GO:0002238,AT1G77280.1,,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain,SHADE>SUN,293.35269,-0.489730923,0.854792598,-0.572923682,0.566696369,0.878092572
Scots pine ,PITA_000017013,MA_121123g0010,GO:0002238,AT1G77280.1,,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain,SHADE>SUN,61.05866204,-0.725874658,0.225664455,-3.216610517,0.001297146,0.015268227
Norway spruce,,MA_122121g0010,GO:0003677,AT4G00730.1,AHDP,,,,,,,,
Scots pine ,PITA_000026387,MA_122121g0010,GO:0003677,AT4G00730.1,AHDP,,,,,,,,
Norway spruce,,MA_122225g0010,,AT3G55230.1,,Disease resistance-responsive (dirigent-like protein) family protein,SHADE>SUN,23.48527059,-1.863805821,0.404139428,-4.611789127,3.99E-06,0.000212824
Scots pine ,PITA_000080405,MA_122225g0010,,AT3G55230.1,,Disease resistance-responsive (dirigent-like protein) family protein,SHADE>SUN,54.05623496,-0.320928679,0.451499216,-0.710806725,0.477204013,0.826041904
Scots pine ,PITA_000068876,MA_122225g0010,,AT3G55230.1,,Disease resistance-responsive (dirigent-like protein) family protein,SHADE>SUN,46.79137684,-1.105574326,0.543202621,-2.035289013,0.041821801,0.222939902
Scots pine ,PITA_000031801,MA_122225g0010,,AT3G55230.1,,Disease resistance-responsive (dirigent-like protein) family protein,SHADE>SUN,38.81722777,-1.296754345,0.515641344,-2.514837805,0.011908716,0.089558301
Norway spruce,,MA_123309g0010,,AT2G15890.1,MEE14,maternal effect embryo arrest 14,SHADE>SUN,184.56027,-1.270127512,0.204542384,-6.209605498,5.31E-10,7.31E-08
Scots pine ,PITA_000001784,MA_123309g0010,,AT2G15890.1,MEE14,maternal effect embryo arrest 14,SHADE>SUN,86.01322576,-0.189486638,0.175262059,-1.081161771,0.27962516,0.689724988
Norway spruce,,MA_124056g0010,,AT4G39230.1,,NmrA-like negative transcriptional regulator family protein,SHADE<SUN,641.7241447,1.541820115,0.366533723,4.206489111,2.59E-05,0.001009445
Scots pine ,PITA_000067590,MA_124056g0010,,AT4G39230.1,,NmrA-like negative transcriptional regulator family protein,SHADE<SUN,392.9608002,0.868892141,0.345162282,2.517343829,0.011824338,0.089072075
Norway spruce,,MA_12466g0020,GO:0000271,AT4G34490.1,ATCAP1,,,,,,,,
Scots pine ,PITA_000023408,MA_12466g0020,GO:0000271,AT4G34490.1,ATCAP1,,,,,,,,
Scots pine ,PITA_000053804,MA_12466g0020,GO:0000271,AT4G34490.1,ATCAP1,,,,,,,,
Norway spruce,,MA_125121g0010,,AT5G10480.1,PAS2,,,,,,,,
Scots pine ,PITA_000059311,MA_125121g0010,,AT5G10480.1,PAS2,,,,,,,,
Scots pine ,PITA_000018205,MA_125121g0010,,AT5G10480.1,PAS2,,,,,,,,
Norway spruce,,MA_125470g0010,GO:0005829,AT4G30550.1,,Class I glutamine amidotransferase-like superfamily protein,SHADE>SUN,98.07886503,-0.830108957,0.226990152,-3.657026311,0.000255158,0.006589254
Scots pine ,PITA_000093229,MA_125470g0010,GO:0005829,AT4G30550.1,,Class I glutamine amidotransferase-like superfamily protein,SHADE>SUN,45.94639845,-0.384001664,0.416976826,-0.920918479,0.35709299,0.732293322
Norway spruce,,MA_125869g0020,,AT1G09970.1,LRR XI-23,,,,,,,,
Scots pine ,PITA_000078613,MA_125869g0020,,AT1G09970.1,LRR XI-23,,,,,,,,
Norway spruce,,MA_126170g0010,,AT4G29190.1,,Zinc finger C-x8-C-x5-C-x3-H type family protein,SHADE>SUN,79.63182768,-1.630073749,0.323457049,-5.03953695,4.67E-07,3.21E-05
Scots pine ,PITA_000001095,MA_126170g0010,,AT4G29190.1,,Long-chain fatty alcohol dehydrogenase family protein,SHADE>SUN,14.54171581,-0.797779771,0.427889003,-1.864454953,0.062257842,0.293074789
Norway spruce,,MA_126399g0010,,AT3G19380.1,PUB25,plant U-box 25,SHADE>SUN,33.47617275,-2.011620807,0.516240947,-3.896670378,9.75E-05,0.003055709
Scots pine ,PITA_000041893,MA_126399g0010,,AT3G19380.1,PUB25,plant U-box 25,SHADE>SUN,54.40023206,-0.72124775,0.445782811,-1.61793531,0.10567654,0.406850173
Norway spruce,,MA_126544g0010,,AT3G29970.1,,B12D protein,SHADE>SUN,38.70663463,-1.409095696,0.400743196,-3.516206162,0.000437761,0.010147136
Scots pine ,PITA_000048189,MA_126544g0010,,AT3G29970.1,,B12D protein,SHADE<SUN,200.0200887,0.300628627,0.848131417,0.354459959,0.722994207,0.935000523
Scots pine ,PITA_000048188,MA_126544g0010,,AT3G29970.1,,B12D protein,SHADE>SUN,4.66826744,-0.428706064,0.848399542,-0.505311522,0.613340051,0.897808558
Norway spruce,,MA_126866g0010,GO:0008270,AT5G25560.1,,CHY-type/CTCHY-type/RING-type Zinc finger protein,SHADE>SUN,21.41031232,-1.38565155,0.389431504,-3.558139326,0.000373491,0.008958166
Scots pine ,PITA_000071113,MA_126866g0010,GO:0008270,AT5G25560.1,,CHY-type/CTCHY-type/RING-type Zinc finger protein,SHADE>SUN,52.29341575,-0.609002214,0.650407579,-0.936339357,0.34909849,0.730295799
Norway spruce,,MA_127685g0010,,AT4G26790.2,,GDSL-like Lipase/Acylhydrolase superfamily protein,SHADE>SUN,82.82496204,-2.329425458,0.353221745,-6.594796299,4.26E-11,7.08E-09
Scots pine ,PITA_000049703,MA_127685g0010,,AT4G26790.2,,GDSL-like Lipase/Acylhydrolase superfamily protein,SHADE<SUN,89.55190746,0.591575776,0.275767002,2.145201461,0.031936743,0.186106613
Norway spruce,,MA_12783g0010,GO:0009821,AT5G22020.1,,Calcium-dependent phosphotriesterase superfamily protein,SHADE<SUN,122.9882886,0.755320244,0.183067334,4.125914913,3.69E-05,0.001354796
Scots pine ,PITA_000022109,MA_12783g0010,GO:0009821,AT5G22020.1,,Calcium-dependent phosphotriesterase superfamily protein,SHADE<SUN,123.7019593,0.11106316,0.2986087,0.371935445,0.709940914,0.932509071
Norway spruce,,MA_128425g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,319.1790265,0.779033752,0.188429262,4.134356552,3.56E-05,0.00131176
Scots pine ,PITA_000013194,MA_128425g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,104.9640664,0.084364215,0.327035498,0.257966538,0.796432732,0.956269833
Scots pine ,PITA_000066464,MA_128425g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,69.07795641,0.141121666,0.422950733,0.33365982,0.738636272,0.940095893
Scots pine ,PITA_000018042,MA_128425g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,106.0598833,0.371831089,0.427848687,0.869071474,0.384808038,0.755836071
Scots pine ,PITA_000084150,MA_128425g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,252.1721012,0.43516868,0.327958311,1.326902431,0.18454096,0.560592172
Scots pine ,PITA_000087085,MA_128425g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,151.4228265,0.694965231,0.785467403,0.884779213,0.376275723,0.749563813
Scots pine ,PITA_000030823,MA_128425g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,281.9409515,1.08479772,0.436895124,2.482970533,0.013029186,0.095811577
Norway spruce,,MA_129542g0010,GO:0016772,AT1G67720.1,,Leucine-rich repeat protein kinase family protein,SHADE<SUN,248.1845169,0.81979027,0.237958914,3.445091659,0.000570866,0.012511324
Scots pine ,PITA_000070537,MA_129542g0010,GO:0016772,AT1G67720.1,,Leucine-rich repeat protein kinase family protein,SHADE<SUN,33.32203613,0.054977984,0.856503092,0.064188891,0.948819823,0.991517463
Norway spruce,,MA_129791g0010,,AT1G54180.2,ATBRXL3,,,,,,,,
Scots pine ,PITA_000023161,MA_129791g0010,,AT1G54180.2,ATBRXL3,,,,,,,,
Scots pine ,PITA_000011783,MA_129791g0010,,AT1G54180.2,ATBRXL3,,,,,,,,
Norway spruce,,MA_130176g0010,,AT5G20885.1,,RING/U-box superfamily protein,SHADE<SUN,100.2034442,5.313844062,0.68484492,7.759193226,8.55E-15,2.51E-12
Scots pine ,PITA_000033921,MA_130176g0010,,AT5G20885.1,,RING/U-box superfamily protein,SHADE>SUN,36.26567573,-0.379138863,0.606293593,-0.625338725,0.531748769,0.860542358
Norway spruce,,MA_130250g0010,,AT1G73580.1,,Calcium-dependent lipid-binding (CaLB domain) family protein,SHADE>SUN,46.09815679,-1.224012376,0.34279821,-3.570649852,0.000356097,0.008580707
Scots pine ,PITA_000005197,MA_130250g0010,,AT1G73580.1,,Calcium-dependent lipid-binding (CaLB domain) family protein,SHADE>SUN,44.51914386,-0.599714923,0.346287559,-1.731840798,0.083301912,0.352664602
Scots pine ,PITA_000070479,MA_130250g0010,,AT1G73580.1,,Calcium-dependent lipid-binding (CaLB domain) family protein,SHADE>SUN,35.01479278,-1.033176722,0.410573183,-2.516425241,0.011855205,0.089221935
Norway spruce,,MA_130567g0010,GO:0005351,AT1G30220.1,ATINT2,,,,,,,,
Scots pine ,PITA_000051364,MA_130567g0010,GO:0005351,AT1G30220.1,ATINT2,,,,,,,,
Norway spruce,,MA_130615g0020,GO:0000976,AT2G22430.1,ATHB6,,,,,,,,
Scots pine ,PITA_000056700,MA_130615g0020,GO:0000976,AT2G22430.1,ATHB6,,,,,,,,
Norway spruce,,MA_131574g0010,GO:0006810,AT2G21050.1,LAX2,like AUXIN RESISTANT 2,SHADE>SUN,40.86345785,-1.894111539,0.380445317,-4.978669609,6.40E-07,4.21E-05
Scots pine ,PITA_000015990,MA_131574g0010,GO:0006810,AT2G21050.1,LAX2,like AUXIN RESISTANT 2,SHADE>SUN,66.57583469,-0.327358464,0.18623686,-1.757753342,0.078789487,0.339683194
Scots pine ,PITA_000029223,MA_131574g0010,GO:0006810,AT2G21050.1,LAX2,like AUXIN RESISTANT 2,SHADE>SUN,52.48384682,-0.370212283,0.211648363,-1.749185667,0.080258931,0.344315388
Scots pine ,PITA_000062415,MA_131574g0010,GO:0006810,AT2G21050.1,LAX2,like AUXIN RESISTANT 2,SHADE>SUN,61.86715899,-0.443629502,0.437138532,-1.014848771,0.310177922,0.72491389
Scots pine ,PITA_000031555,MA_131574g0010,GO:0006810,AT2G21050.1,LAX2,like AUXIN RESISTANT 2,SHADE>SUN,43.1652154,-0.590866263,0.35940269,-1.644022931,0.100171466,0.394971775
Scots pine ,PITA_000091272,MA_131574g0010,GO:0006810,AT2G21050.1,LAX2,like AUXIN RESISTANT 2,SHADE>SUN,47.51902588,-0.728039515,0.258686031,-2.81437506,0.004887217,0.044874292
Norway spruce,,MA_131889g0010,GO:0008080,AT2G23060.1,,Acyl-CoA N-acyltransferases (NAT) superfamily protein,SHADE>SUN,48.02418444,-1.081625969,0.278242591,-3.887348675,0.000101345,0.003146865
Scots pine ,PITA_000057787,MA_131889g0010,GO:0008080,AT2G23060.1,,Acyl-CoA N-acyltransferases (NAT) superfamily protein,SHADE<SUN,91.81997631,0.178624894,0.422973414,0.422307616,0.6728005,0.920421723
Scots pine ,PITA_000076201,MA_131889g0010,GO:0008080,AT2G23060.1,,Acyl-CoA N-acyltransferases (NAT) superfamily protein,SHADE>SUN,122.7542581,-0.352348216,0.264370146,-1.33278368,0.182602803,0.557854793
Norway spruce,,MA_132614g0010,GO:0016023,AT1G61070.1,LCR66,,,,,,,,
Scots pine ,PITA_000043285,MA_132614g0010,GO:0016023,AT1G61070.1,LCR66,,,,,,,,
Scots pine ,PITA_000031476,MA_132614g0010,GO:0016023,AT1G61070.1,LCR66,,,,,,,,
Scots pine ,PITA_000086590,MA_132614g0010,GO:0016023,AT1G61070.1,LCR66,,,,,,,,
Scots pine ,PITA_000058198,MA_132614g0010,GO:0016023,AT1G61070.1,LCR66,,,,,,,,
Scots pine ,PITA_000037478,MA_132614g0010,GO:0016023,AT1G61070.1,LCR66,,,,,,,,
Scots pine ,PITA_000050372,MA_132614g0010,GO:0016023,AT1G61070.1,LCR66,,,,,,,,
Norway spruce,,MA_132866g0010,GO:0004842,AT1G75440.1,UBC16,ubiquitin-conjugating enzyme 16,SHADE>SUN,54.93271546,-0.928649396,0.266475296,-3.484936163,0.000492254,0.011115788
Scots pine ,PITA_000008531,MA_132866g0010,GO:0004842,AT1G75440.1,UBC16,ubiquitin-conjugating enzyme 16,SHADE<SUN,76.59251637,0.111915568,0.207935465,0.538222606,0.590423375,0.888851341
Scots pine ,PITA_000047890,MA_132866g0010,GO:0004842,AT1G75440.1,UBC16,ubiquitin-conjugating enzyme 16,SHADE>SUN,74.79114259,-0.062153718,0.293547257,-0.211733263,0.832315136,0.966136006
Scots pine ,PITA_000047958,MA_132866g0010,GO:0004842,AT1G75440.1,UBC16,ubiquitin-conjugating enzyme 16,SHADE>SUN,62.12922648,-0.38508332,0.195068981,-1.974087925,0.048371746,0.247718925
Norway spruce,,MA_133401g0010,GO:0006810,AT3G15990.1,SULTR3;4,sulfate transporter 3;4,SHADE<SUN,48763.39469,2.739062489,0.431179848,6.352482624,2.12E-10,3.13E-08
Scots pine ,PITA_000075565,MA_133401g0010,GO:0006810,AT3G15990.1,SULTR3;4,sulfate transporter 3;4,SHADE<SUN,109.8382872,0.053678742,0.180415513,0.29752842,0.766063114,0.947758022
Norway spruce,,MA_13355g0010,,AT4G17940.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,1348.324082,1.70682718,0.247214631,6.90423205,5.05E-12,9.64E-10
Scots pine ,PITA_000085032,MA_13355g0010,,AT4G17940.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE>SUN,103.4828375,-0.487054188,0.694332073,-0.70147154,0.48300879,0.829169169
Scots pine ,PITA_000076138,MA_13355g0010,,AT4G17940.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE>SUN,118.5761318,-1.187295947,0.603585736,-1.967070917,0.049175036,0.250695534
Norway spruce,,MA_135096g0010,,AT1G55230.1,,Family of unknown function (DUF716) ,SHADE<SUN,305.0214142,1.766620321,0.223641493,7.899340592,2.80E-15,9.07E-13
Scots pine ,PITA_000035328,MA_135096g0010,,AT1G55230.1,,Family of unknown function (DUF716) ,SHADE<SUN,387.2064817,1.075440235,0.556520966,1.932434356,0.053305917,0.265023326
Norway spruce,,MA_135250g0020,GO:0032502,AT3G55240.1,,Plant protein 1589 of unknown function,SHADE>SUN,39.81626752,-2.952990309,0.40348427,-7.318724734,2.50E-13,5.99E-11
Scots pine ,PITA_000037475,MA_135250g0020,GO:0032502,AT3G55240.1,,Plant protein 1589 of unknown function,SHADE>SUN,203.2902682,-0.491865926,0.856002089,-0.574608324,0.565556221,0.877580539
Norway spruce,,MA_135427g0010,,AT4G04460.2,,Saposin-like aspartyl protease family protein,SHADE<SUN,804.3567127,1.729244172,0.45424127,3.806884767,0.000140728,0.004104812
